Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Clonakilty,Age 70-74,Females,Number, 483 
Population,2011,Clonakilty,Age 75-79,Males,Number, 403 
Population,2011,Clonakilty,Age 75-79,Females,Number, 445 
Population,2011,Clonakilty,Age 80-84,Males,Number, 274 
Population,2011,Clonakilty,Age 80-84,Females,Number, 380 
Population,2011,Clonakilty,Age 85 and over,Males,Number, 189 
Population,2011,Clonakilty,Age 85 and over,Females,Number, 364 
Population,2011,Macroom,Age 0,Males,Number, 314 
Population,2011,Macroom,Age 0,Females,Number, 306 
Population,2011,Macroom,Age 1,Males,Number, 338 
Population,2011,Macroom,Age 1,Females,Number, 312 
Population,2011,Macroom,Age 2,Males,Number, 353 
Population,2011,Macroom,Age 2,Females,Number, 333 
Population,2011,Macroom,Age 3,Males,Number, 317 
Population,2011,Macroom,Age 3,Females,Number, 344 
Population,2011,Macroom,Age 4,Males,Number, 360 
Population,2011,Macroom,Age 4,Females,Number, 302 
Population,2011,Macroom,Age 5,Males,Number, 288 
Population,2011,Macroom,Age 5,Females,Number, 312 
Population,2011,Macroom,Age 6,Males,Number, 281 
Population,2011,Macroom,Age 6,Females,Number, 284 
Population,2011,Macroom,Age 7,Males,Number, 292 
Population,2011,Macroom,Age 7,Females,Number, 278 
Population,2011,Macroom,Age 8,Males,Number, 304 
Population,2011,Macroom,Age 8,Females,Number, 227 
Population,2011,Macroom,Age 9,Males,Number, 282 
Population,2011,Macroom,Age 9,Females,Number, 253 
Population,2011,Macroom,Age 10,Males,Number, 312 
Population,2011,Macroom,Age 10,Females,Number, 264 
Population,2011,Macroom,Age 11,Males,Number, 277 
Population,2011,Macroom,Age 11,Females,Number, 262 
Population,2011,Macroom,Age 12,Males,Number, 299 
Population,2011,Macroom,Age 12,Females,Number, 266 
Population,2011,Macroom,Age 13,Males,Number, 298 
Population,2011,Macroom,Age 13,Females,Number, 274 
Population,2011,Macroom,Age 14,Males,Number, 274 
Population,2011,Macroom,Age 14,Females,Number, 320 
Population,2011,Macroom,Age 15,Males,Number, 263 
Population,2011,Macroom,Age 15,Females,Number, 254 
Population,2011,Macroom,Age 16,Males,Number, 258 
Population,2011,Macroom,Age 16,Females,Number, 254 
Population,2011,Macroom,Age 17,Males,Number, 239 
Population,2011,Macroom,Age 17,Females,Number, 243 
Population,2011,Macroom,Age 18,Males,Number, 298 
Population,2011,Macroom,Age 18,Females,Number, 223 
Population,2011,Macroom,Age 19,Males,Number, 237 
Population,2011,Macroom,Age 19,Females,Number, 217 
Population,2011,Macroom,Age 20-24,Males,Number," 1,022 "
Population,2011,Macroom,Age 20-24,Females,Number, 983 
Population,2011,Macroom,Age 25-29,Males,Number," 1,238 "
Population,2011,Macroom,Age 25-29,Females,Number," 1,284 "
Population,2011,Macroom,Age 30-34,Males,Number," 1,524 "
Population,2011,Macroom,Age 30-34,Females,Number," 1,464 "
Population,2011,Macroom,Age 35-39,Males,Number," 1,554 "
Population,2011,Macroom,Age 35-39,Females,Number," 1,475 "
Population,2011,Macroom,Age 40-44,Males,Number," 1,624 "
Population,2011,Macroom,Age 40-44,Females,Number," 1,369 "
Population,2011,Macroom,Age 45-49,Males,Number," 1,457 "
Population,2011,Macroom,Age 45-49,Females,Number," 1,347 "
Population,2011,Macroom,Age 50-54,Males,Number," 1,291 "
Population,2011,Macroom,Age 50-54,Females,Number," 1,215 "
Population,2011,Macroom,Age 55-59,Males,Number," 1,260 "
Population,2011,Macroom,Age 55-59,Females,Number," 1,186 "
Population,2011,Macroom,Age 60-64,Males,Number," 1,027 "
Population,2011,Macroom,Age 60-64,Females,Number," 1,003 "
Population,2011,Macroom,Age 65-69,Males,Number, 838 
Population,2011,Macroom,Age 65-69,Females,Number, 724 
Population,2011,Macroom,Age 70-74,Males,Number, 568 
Population,2011,Macroom,Age 70-74,Females,Number, 640 
Population,2011,Macroom,Age 75-79,Males,Number, 481 
Population,2011,Macroom,Age 75-79,Females,Number, 558 
Population,2011,Macroom,Age 80-84,Males,Number, 296 
Population,2011,Macroom,Age 80-84,Females,Number, 459 
Population,2011,Macroom,Age 85 and over,Males,Number, 184 
Population,2011,Macroom,Age 85 and over,Females,Number, 410 
Population,2011,Tralee,Age 0,Males,Number, 411 
Population,2011,Tralee,Age 0,Females,Number, 380 
Population,2011,Tralee,Age 1,Males,Number, 431 
Population,2011,Tralee,Age 1,Females,Number, 404 
Population,2011,Tralee,Age 2,Males,Number, 404 
Population,2011,Tralee,Age 2,Females,Number, 398 
Population,2011,Tralee,Age 3,Males,Number, 414 
Population,2011,Tralee,Age 3,Females,Number, 430 
Population,2011,Tralee,Age 4,Males,Number, 410 
Population,2011,Tralee,Age 4,Females,Number, 416 
Population,2011,Tralee,Age 5,Males,Number, 351 
Population,2011,Tralee,Age 5,Females,Number, 401 
Population,2011,Tralee,Age 6,Males,Number, 371 
Population,2011,Tralee,Age 6,Females,Number, 411 
Population,2011,Tralee,Age 7,Males,Number, 425 
Population,2011,Tralee,Age 7,Females,Number, 418 
Population,2011,Tralee,Age 8,Males,Number, 426 
Population,2011,Tralee,Age 8,Females,Number, 388 
Population,2011,Tralee,Age 9,Males,Number, 423 
Population,2011,Tralee,Age 9,Females,Number, 404 
Population,2011,Tralee,Age 10,Males,Number, 409 
Population,2011,Tralee,Age 10,Females,Number, 400 
Population,2011,Tralee,Age 11,Males,Number, 407 
Population,2011,Tralee,Age 11,Females,Number, 422 
Population,2011,Tralee,Age 12,Males,Number, 435 
Population,2011,Tralee,Age 12,Females,Number, 398 
Population,2011,Tralee,Age 13,Males,Number, 438 
Population,2011,Tralee,Age 13,Females,Number, 421 
Population,2011,Tralee,Age 14,Males,Number, 421 
Population,2011,Tralee,Age 14,Females,Number, 442 
Population,2011,Tralee,Age 15,Males,Number, 383 
Population,2011,Tralee,Age 15,Females,Number, 448 
Population,2011,Tralee,Age 16,Males,Number, 386 
Population,2011,Tralee,Age 16,Females,Number, 450 
Population,2011,Tralee,Age 17,Males,Number, 382 
Population,2011,Tralee,Age 17,Females,Number, 393 
Population,2011,Tralee,Age 18,Males,Number, 394 
Population,2011,Tralee,Age 18,Females,Number, 358 
Population,2011,Tralee,Age 19,Males,Number, 424 
Population,2011,Tralee,Age 19,Females,Number, 346 
Population,2011,Tralee,Age 20-24,Males,Number," 1,742 "
Population,2011,Tralee,Age 20-24,Females,Number," 1,740 "
Population,2011,Tralee,Age 25-29,Males,Number," 1,942 "
Population,2011,Tralee,Age 25-29,Females,Number," 2,079 "
Population,2011,Tralee,Age 30-34,Males,Number," 2,211 "
Population,2011,Tralee,Age 30-34,Females,Number," 2,237 "
Population,2011,Tralee,Age 35-39,Males,Number," 2,226 "
Population,2011,Tralee,Age 35-39,Females,Number," 2,163 "
Population,2011,Tralee,Age 40-44,Males,Number," 2,158 "
Population,2011,Tralee,Age 40-44,Females,Number," 2,166 "
Population,2011,Tralee,Age 45-49,Males,Number," 2,085 "
Population,2011,Tralee,Age 45-49,Females,Number," 2,178 "
Population,2011,Tralee,Age 50-54,Males,Number," 2,040 "
Population,2011,Tralee,Age 50-54,Females,Number," 1,977 "
Population,2011,Tralee,Age 55-59,Males,Number," 1,843 "
Population,2011,Tralee,Age 55-59,Females,Number," 1,809 "
Population,2011,Tralee,Age 60-64,Males,Number," 1,726 "
Population,2011,Tralee,Age 60-64,Females,Number," 1,656 "
Population,2011,Tralee,Age 65-69,Males,Number," 1,372 "
Population,2011,Tralee,Age 65-69,Females,Number," 1,310 "
Population,2011,Tralee,Age 70-74,Males,Number, 940 
Population,2011,Tralee,Age 70-74,Females,Number," 1,006 "
Population,2011,Tralee,Age 75-79,Males,Number, 712 
Population,2011,Tralee,Age 75-79,Females,Number, 813 
Population,2011,Tralee,Age 80-84,Males,Number, 444 
Population,2011,Tralee,Age 80-84,Females,Number, 606 
Population,2011,Tralee,Age 85 and over,Males,Number, 288 
Population,2011,Tralee,Age 85 and over,Females,Number, 609 
Population,2011,Killarney,Age 0,Males,Number, 341 
Population,2011,Killarney,Age 0,Females,Number, 354 
Population,2011,Killarney,Age 1,Males,Number, 386 
Population,2011,Killarney,Age 1,Females,Number, 347 
Population,2011,Killarney,Age 2,Males,Number, 382 
Population,2011,Killarney,Age 2,Females,Number, 383 
Population,2011,Killarney,Age 3,Males,Number, 395 
Population,2011,Killarney,Age 3,Females,Number, 386 
Population,2011,Killarney,Age 4,Males,Number, 371 
Population,2011,Killarney,Age 4,Females,Number, 358 
Population,2011,Killarney,Age 5,Males,Number, 388 
Population,2011,Killarney,Age 5,Females,Number, 331 
Population,2011,Killarney,Age 6,Males,Number, 395 
Population,2011,Killarney,Age 6,Females,Number, 365 
Population,2011,Killarney,Age 7,Males,Number, 340 
Population,2011,Killarney,Age 7,Females,Number, 296 
Population,2011,Killarney,Age 8,Males,Number, 386 
Population,2011,Killarney,Age 8,Females,Number, 320 
Population,2011,Killarney,Age 9,Males,Number, 339 
Population,2011,Killarney,Age 9,Females,Number, 368 
Population,2011,Killarney,Age 10,Males,Number, 333 
Population,2011,Killarney,Age 10,Females,Number, 283 
Population,2011,Killarney,Age 11,Males,Number, 350 
Population,2011,Killarney,Age 11,Females,Number, 314 
Population,2011,Killarney,Age 12,Males,Number, 352 
Population,2011,Killarney,Age 12,Females,Number, 342 
Population,2011,Killarney,Age 13,Males,Number, 340 
Population,2011,Killarney,Age 13,Females,Number, 347 
Population,2011,Killarney,Age 14,Males,Number, 339 
Population,2011,Killarney,Age 14,Females,Number, 329 
Population,2011,Killarney,Age 15,Males,Number, 314 
Population,2011,Killarney,Age 15,Females,Number, 314 
Population,2011,Killarney,Age 16,Males,Number, 343 
Population,2011,Killarney,Age 16,Females,Number, 319 
Population,2011,Killarney,Age 17,Males,Number, 305 
Population,2011,Killarney,Age 17,Females,Number, 300 
Population,2011,Killarney,Age 18,Males,Number, 251 
Population,2011,Killarney,Age 18,Females,Number, 232 
Population,2011,Killarney,Age 19,Males,Number, 241 
Population,2011,Killarney,Age 19,Females,Number, 215 
Population,2011,Killarney,Age 20-24,Males,Number," 1,255 "
Population,2011,Killarney,Age 20-24,Females,Number," 1,258 "
Population,2011,Killarney,Age 25-29,Males,Number," 1,688 "
Population,2011,Killarney,Age 25-29,Females,Number," 1,902 "
Population,2011,Killarney,Age 30-34,Males,Number," 2,044 "
Population,2011,Killarney,Age 30-34,Females,Number," 2,003 "
Population,2011,Killarney,Age 35-39,Males,Number," 2,122 "
Population,2011,Killarney,Age 35-39,Females,Number," 1,978 "
Population,2011,Killarney,Age 40-44,Males,Number," 1,928 "
Population,2011,Killarney,Age 40-44,Females,Number," 1,878 "
Population,2011,Killarney,Age 45-49,Males,Number," 1,830 "
Population,2011,Killarney,Age 45-49,Females,Number," 1,797 "
Population,2011,Killarney,Age 50-54,Males,Number," 1,724 "
Population,2011,Killarney,Age 50-54,Females,Number," 1,677 "
Population,2011,Killarney,Age 55-59,Males,Number," 1,569 "
Population,2011,Killarney,Age 55-59,Females,Number," 1,581 "
Population,2011,Killarney,Age 60-64,Males,Number," 1,520 "
Population,2011,Killarney,Age 60-64,Females,Number," 1,512 "
Population,2011,Killarney,Age 65-69,Males,Number," 1,341 "
Population,2011,Killarney,Age 65-69,Females,Number," 1,231 "
Population,2011,Killarney,Age 70-74,Males,Number, 975 
Population,2011,Killarney,Age 70-74,Females,Number, 918 
Population,2011,Killarney,Age 75-79,Males,Number, 631 
Population,2011,Killarney,Age 75-79,Females,Number, 775 
Population,2011,Killarney,Age 80-84,Males,Number, 416 
Population,2011,Killarney,Age 80-84,Females,Number, 599 
Population,2011,Killarney,Age 85 and over,Males,Number, 271 
Population,2011,Killarney,Age 85 and over,Females,Number, 547 
Population,2011,Listowel,Age 0,Males,Number, 169 
Population,2011,Listowel,Age 0,Females,Number, 209 
Population,2011,Listowel,Age 1,Males,Number, 212 
Population,2011,Listowel,Age 1,Females,Number, 203 
Population,2011,Listowel,Age 2,Males,Number, 191 
Population,2011,Listowel,Age 2,Females,Number, 183 
Population,2011,Listowel,Age 3,Males,Number, 190 
Population,2011,Listowel,Age 3,Females,Number, 202 
Population,2011,Listowel,Age 4,Males,Number, 188 
Population,2011,Listowel,Age 4,Females,Number, 181 
Population,2011,Listowel,Age 5,Males,Number, 179 
Population,2011,Listowel,Age 5,Females,Number, 182 
Population,2011,Listowel,Age 6,Males,Number, 185 
Population,2011,Listowel,Age 6,Females,Number, 170 
Population,2011,Listowel,Age 7,Males,Number, 195 
Population,2011,Listowel,Age 7,Females,Number, 183 
Population,2011,Listowel,Age 8,Males,Number, 167 
Population,2011,Listowel,Age 8,Females,Number, 169 
Population,2011,Listowel,Age 9,Males,Number, 193 
Population,2011,Listowel,Age 9,Females,Number, 176 
Population,2011,Listowel,Age 10,Males,Number, 162 
Population,2011,Listowel,Age 10,Females,Number, 168 
Population,2011,Listowel,Age 11,Males,Number, 203 
Population,2011,Listowel,Age 11,Females,Number, 197 
Population,2011,Listowel,Age 12,Males,Number, 183 
Population,2011,Listowel,Age 12,Females,Number, 174 
Population,2011,Listowel,Age 13,Males,Number, 198 
Population,2011,Listowel,Age 13,Females,Number, 204 
Population,2011,Listowel,Age 14,Males,Number, 197 
Population,2011,Listowel,Age 14,Females,Number, 210 
Population,2011,Listowel,Age 15,Males,Number, 203 
Population,2011,Listowel,Age 15,Females,Number, 168 
Population,2011,Listowel,Age 16,Males,Number, 186 
Population,2011,Listowel,Age 16,Females,Number, 185 
Population,2011,Listowel,Age 17,Males,Number, 206 
Population,2011,Listowel,Age 17,Females,Number, 172 
Population,2011,Listowel,Age 18,Males,Number, 147 
Population,2011,Listowel,Age 18,Females,Number, 162 
Population,2011,Listowel,Age 19,Males,Number, 165 
Population,2011,Listowel,Age 19,Females,Number, 126 
Population,2011,Listowel,Age 20-24,Males,Number, 695 
Population,2011,Listowel,Age 20-24,Females,Number, 704 
Population,2011,Listowel,Age 25-29,Males,Number, 874 
Population,2011,Listowel,Age 25-29,Females,Number, 843 
Population,2011,Listowel,Age 30-34,Males,Number," 1,010 "
Population,2011,Listowel,Age 30-34,Females,Number, 984 
Population,2011,Listowel,Age 35-39,Males,Number," 1,020 "
Population,2011,Listowel,Age 35-39,Females,Number, 921 
Population,2011,Listowel,Age 40-44,Males,Number," 1,036 "
Population,2011,Listowel,Age 40-44,Females,Number, 971 
Population,2011,Listowel,Age 45-49,Males,Number, 985 
Population,2011,Listowel,Age 45-49,Females,Number, 964 
Population,2011,Listowel,Age 50-54,Males,Number," 1,017 "
Population,2011,Listowel,Age 50-54,Females,Number, 995 
Population,2011,Listowel,Age 55-59,Males,Number, 993 
Population,2011,Listowel,Age 55-59,Females,Number, 943 
Population,2011,Listowel,Age 60-64,Males,Number, 996 
Population,2011,Listowel,Age 60-64,Females,Number, 849 
Population,2011,Listowel,Age 65-69,Males,Number, 766 
Population,2011,Listowel,Age 65-69,Females,Number, 745 
Population,2011,Listowel,Age 70-74,Males,Number, 564 
Population,2011,Listowel,Age 70-74,Females,Number, 545 
Population,2011,Listowel,Age 75-79,Males,Number, 436 
Population,2011,Listowel,Age 75-79,Females,Number, 485 
Population,2011,Listowel,Age 80-84,Males,Number, 257 
Population,2011,Listowel,Age 80-84,Females,Number, 349 
Population,2011,Listowel,Age 85 and over,Males,Number, 168 
Population,2011,Listowel,Age 85 and over,Females,Number, 354 
Population,2011,Limerick City North,Age 0,Males,Number, 642 
Population,2011,Limerick City North,Age 0,Females,Number, 582 
Population,2011,Limerick City North,Age 1,Males,Number, 544 
Population,2011,Limerick City North,Age 1,Females,Number, 514 
Population,2011,Limerick City North,Age 2,Males,Number, 591 
Population,2011,Limerick City North,Age 2,Females,Number, 518 
Population,2011,Limerick City North,Age 3,Males,Number, 538 
Population,2011,Limerick City North,Age 3,Females,Number, 550 
Population,2011,Limerick City North,Age 4,Males,Number, 521 
Population,2011,Limerick City North,Age 4,Females,Number, 477 
Population,2011,Limerick City North,Age 5,Males,Number, 513 
Population,2011,Limerick City North,Age 5,Females,Number, 458 
Population,2011,Limerick City North,Age 6,Males,Number, 466 
Population,2011,Limerick City North,Age 6,Females,Number, 440 
Population,2011,Limerick City North,Age 7,Males,Number, 452 
Population,2011,Limerick City North,Age 7,Females,Number, 449 
Population,2011,Limerick City North,Age 8,Males,Number, 439 
Population,2011,Limerick City North,Age 8,Females,Number, 455 
Population,2011,Limerick City North,Age 9,Males,Number, 499 
Population,2011,Limerick City North,Age 9,Females,Number, 475 
Population,2011,Limerick City North,Age 10,Males,Number, 443 
Population,2011,Limerick City North,Age 10,Females,Number, 409 
Population,2011,Limerick City North,Age 11,Males,Number, 470 
Population,2011,Limerick City North,Age 11,Females,Number, 462 
Population,2011,Limerick City North,Age 12,Males,Number, 474 
Population,2011,Limerick City North,Age 12,Females,Number, 480 
Population,2011,Limerick City North,Age 13,Males,Number, 489 
Population,2011,Limerick City North,Age 13,Females,Number, 419 
Population,2011,Limerick City North,Age 14,Males,Number, 511 
Population,2011,Limerick City North,Age 14,Females,Number, 482 
Population,2011,Limerick City North,Age 15,Males,Number, 479 
Population,2011,Limerick City North,Age 15,Females,Number, 412 
Population,2011,Limerick City North,Age 16,Males,Number, 433 
Population,2011,Limerick City North,Age 16,Females,Number, 397 
Population,2011,Limerick City North,Age 17,Males,Number, 451 
Population,2011,Limerick City North,Age 17,Females,Number, 425 
Population,2011,Limerick City North,Age 18,Males,Number, 744 
Population,2011,Limerick City North,Age 18,Females,Number, 660 
Population,2011,Limerick City North,Age 19,Males,Number, 952 
Population,2011,Limerick City North,Age 19,Females,Number, 888 
Population,2011,Limerick City North,Age 20-24,Males,Number," 3,761 "
Population,2011,Limerick City North,Age 20-24,Females,Number," 3,831 "
Population,2011,Limerick City North,Age 25-29,Males,Number," 3,329 "
Population,2011,Limerick City North,Age 25-29,Females,Number," 3,381 "
Population,2011,Limerick City North,Age 30-34,Males,Number," 3,426 "
Population,2011,Limerick City North,Age 30-34,Females,Number," 3,316 "
Population,2011,Limerick City North,Age 35-39,Males,Number," 2,846 "
Population,2011,Limerick City North,Age 35-39,Females,Number," 2,705 "
Population,2011,Limerick City North,Age 40-44,Males,Number," 2,451 "
Population,2011,Limerick City North,Age 40-44,Females,Number," 2,414 "
Population,2011,Limerick City North,Age 45-49,Males,Number," 2,257 "
Population,2011,Limerick City North,Age 45-49,Females,Number," 2,342 "
Population,2011,Limerick City North,Age 50-54,Males,Number," 2,124 "
Population,2011,Limerick City North,Age 50-54,Females,Number," 2,110 "
Population,2011,Limerick City North,Age 55-59,Males,Number," 1,875 "
Population,2011,Limerick City North,Age 55-59,Females,Number," 1,880 "
